一,二仄三左旦丁刁下上於兀士幹不天王且丘本甘石百
亙,恆且需咀姐宜沮疽砠雷儒嚅懦濡燸同肝青糯助狙阻俎祖租粗蛆電擂孺
交,郊效咬姣校鉸狡皎傚絞蛟跤較鮫六父詨餃爸冥滾
亦,奕弈帟跡赤小鬥郝赦鬨市弗止刖劃刈前迪釗赧逮赭劑
亥,雍咳垓核閡刻劾壅玄氦孩該賅擁駭骸臃亡八卞畜牽甕叭扒巡逐
仿,倣坊妨枋肪防房芳彷紡旁舫訪傍淤遊方菸瘀遊
伉,吭坑抗沆杭炕阬骯航亢僕停偯仿依返幾信般逢佩處蓬篷
伙,伴俏灸倘人你儅火仲伐休仕仙佃什僕倦炎焦無
伊,咿尹裙君窘仞侷倀倨伺侵倔偃仲伙伐休伏仕仙仗作佃侑仇什僕人
伕,趺扶鈇夫芙佚麩替年攆失推俸倩輦窺休仲件伐伙仕仙伴佃傭什佯僕迭
伍,唔悟捂晤梧圄齬五余吾語途鼯荼仁除佰徐本於
伐,今伏代俟令含念筏偽傭俯人食倉閥付傀伶吟俊傖鈐踐袱戈岑貪
休,付咻茶榦條人仔他林保咐木府符伙伐仲佃仕仙沐僕什俯偉搽余森集
伏,吠畎偽袱伐犬獻代狀默戾突哭臭莽猷獸俟今跋傭尤筏獎器
仲,攸候條介佛伸脩人倏中伙伐休佃仕仙沖僕什引佻川修絛鯈芥界疥
件,佚俄牛牟牢任作伯仟牡傀湃入牝牠侏牧牯牲俾跌旌失我生毛看犁
任,妊衽荏壬呈廷件作伯仟傀飪浩造燻告皓入望窖聖
仰,抑迎昂啣泖柳唧腳鉚係低旅節卿御聊鯽姬茆俐印作卯叩依卹卸卻命
仳,妣批沘枇毗紕屁庇昆比能化傾花靴訛佗匙偕砌牝叱它尼皂
份,吩扮汾粉紛芬氛分岔忿盆拐俗枴刀貧寡傷仞叨初盼砌召剪棻
企,芷趾武址扯祉啃止肯歷歧歲步正僕遣症焉怔涉逃賦
伋,吸圾汲岌級及仍反扳阪板返鈑俊偺殼各冬閣仔你叛皈伉咚侵咯恪洛降
光,恍洸晃胱輝幌兀耀元丕岳完沅兆此北阮呸孔炳胚虺軏煩
兇,凶匈狄犯息兄見沉狂侃比狎狙狗虎狠狽狸狷臭猖猓荻逖媳熄獗
兆,佻姚挑洮桃逃晁眺窕北跳邶非覜頫貴盡齒遣潰遺兀匱簣
先,洗銑壬任告呈妊息衽瓚丟兄兒廷沉侃虎浩臭荏淫逞造琥塊媳熄燻薰
全,佺荃痊玨拴栓銓王匡汪旺枉皇閏余弄狂玥詮合丘佰仁班斑
共,恭基供哄巷拱洪烘益異並寒巽斯港塞寨搴暴鬨
再,玥冉王珊琛匡全弄汪旺枉苒現琿瑤璦玉坍玨狂玖佺玟玫拴玷珀皇框栓
冰,次凍准冶勻馮凋冷凌凜冽臧凝汞亟茨均昀鈞藏
列,歹劃例咧洌殃死歿殉殆殘殊到殖殮殯殲刑刖刊刈剁剜釗副劃殤夙
刑,刪剴荊硎劂刖劃刊刈釗型列判利刺到制剎削剌剖剛剝副割剩劃劍劊劑
劃,列刖刈釗刑州刊利刪判刺到制剌剎削剩劑刎別刨刷刮剁則剖剜剛副創
刎,剔勿忽剃吻囫易劃刖利刨刮制剁刈釗剩物惕惚錫
刖,刺制削刷劃刪刈釗刑判利刊剎剌則剛剩劑列刎別刨到刮剁剖副劃前
劣,另男脅勇省力肋叻努勢茄痂荔劫助伽幼劾協咖勉迦動勳
匈,凶洶胸屯酗囤沌肫鈍旬句甸勾勺兇心愷勻劬快岱恢盹峽芻崤惴
匡,框筐玨眶王全汪旺枉司弄狂玥皇閏刁劻屋班斑
匠,所聽圻折沂昕析芹近斧斫祈斬斯斤掀新訢欣浙淅逝晰
印,叩卯即卸卹剩卻吒托宅仰抑泖迎柳鉚孵昂茆節
危,桅脆厄卮詭跪呃扼配卷己已妃杞氾犯記軛忌紀弱
吉,告售周袁喜臺圯拮桔熹土圭嘉口浩啁造台志杏品喪噩惆結週裯嘻黠
吏,使史妻宙事乖丈刊悽捷淒棲萋中大十耽陝軸睫鞅駛薇
同,脰胴膈合筒峒恫洞桐銅幅周且石肝豆鹹壹咀噎
吊,帥布常巾匝簾帛帝帑啻啼帟幣嘯希席央市庸佈帖帕怖唏砸帷鈽嫦滿
吐,哇嘻口哩唯噎土仕杜灶肚砝嗑嗷圭呈品堂吁吋吒吆叻叮叨呎吧叩叼吹
吁,圩汙迂訏唔於宇余芋竽叮紆呀呵呸哂途五或盂荼
吋,忖付村肘討咐寸守寺封射尉對呆紂辱專尊耐侍峙保恃持時潯噪府痔符
各,冬反咯客恪洛格烙胳略鉻閣珞路咎扳咚板返絡鈑詻貉賂酪駱骼
向,奧制晌尚噢爨炯迥自血懊澳燠襖釁筒咱高喬掌棠當餉
名,多夕茗銘台舛外哉汐侈栘酩夤或怠爹弘移夥麥宛令苔笞歹凡丸始怡抬
合,拿命盒仁侖鹹俞登會同伺哈儉答翕恰拾洽豆凳閤簽籥全余捨丘石佞何
吃,屹迄訖紇疙乞吟喉哈唸喻噙乙挖嗆咻咐咿儉吶唯
後,垢逅石詬鹹喊減箴司巖拓泵筒答戌斥斤同合豆竺竿竽緘
吆,嘰礫玄叫以幻爍譏鑠似姒喲奚畜茲樂藥呱機呶拗絮關
吒,托託宅叭咋呈印聽呼咱哦啤剩呱唾嗚鳴咯詫噢啾呂兄亳筍
因,囿男田咽姻恩胭茵畸大回囚四困囪更爻畎畋嗯
回,圖圓田茴迴固口因囚困四叵句品嗇囝向囤囿吉如扣台杏思胃釦
囝,子好字孚仔李存孝孛季籽孱孕錳困孟享厚俘屘浮猛蜢學
圳,釧川訓馴順串甽介患剌坤彿壞到袖襪弗片州劓佛怫拂沸姬褸環而亞事
地,她弛池他迆也牠志訑馳均拖迤痣忖快悚柒恙圩施土圭
在,書布刈存晝畫希佈奄怖建鈽褂中土大帑唏俺薦陡庵健掩晞淹烯陸醃菴
圭,珪堯土奎卦佳哇娃掛桂畦吉志埋堆僥嬈撓澆曉橈燒鐃
圬,污虧誇娉垮聘佞騁朽巧垣兮堪仁胯愕鍔三二萼
圯,巳祀起吉巷僎撰潠選拮桔包周巽癌乩叱咄告袁售喜臺
圩,吁汙迂於宇余芋竽壞紆訏坷坪途五盂荼埂垣除某
夙,歹例咧屍洌風鳳幾列死殆殉殘篛斃朵歿殃弱殊
多,侈栘爹移夥夕名令汐舛外夤宛茗矽飧銘苑舞夠
夷,九旭仇姨咦胰痍友丸究疚鳩為汍染軌大弓孝弩瘓鄭
誇,圬污虧奈垮娉胯朽巧聘兮佞跨騁三痙痘左匏誇
妄,亡忘杗肓盲姦芒忙氓巡茫荒玄虻安妥妾丐裊姒罔邋
奸,汗桿肝乾旱竿妍軒罕訐鼾橄姪敢悍捍桿焊銲刊瞰岸
妃,杞氾己已厄犯紀妮危卮忌卷記配改姬呃扼凹范
好,仔子字囝孚李籽奴妞存孝孛季孱屘妳嫻錳孕奶俘浮猛蜢孟享厚學
她,地弛池他迆也牠妁訑馳拖迤忖快悚民氏忘柒如好妹施婚女姦
如,娟茹娛女恕姑始口扣釦嬋姦品唇好她妁妃奸妒妞妙妖奴妍妓妊加妹姐
妁,杓灼釣芍的約她豹酌勾勺怡喲民氏忘勻如均昀鈞婚女姦
字,孝孚孛李子好囝仔存季孕孱籽學孽錳宋孟享厚荸俘屘悖浮猛脖蜢
存,薦字孝孚李孛季學子好囝仔孕孱刈籽猛屘蜢錳
宇,余芋竽於圩吁汙迂士紆宋定盂室家寅荼五訏途
守,寺專宋寸吋忖付村肘狩辱尊封射尉對導未紂博
宅,吒托牢詫寫印託剩筍審安宋它卉穴客十守宇字宏宜宙忽宥宮宵筷忿亳
安,案晏按銨十妻宴女宋妥卉穴姦氨鞍宇守宅字妄它宏牢宙宜妾委宥姜宵
寺,封對守痔等侍峙恃持時寸吋忖付村肘特辱專尊奪待塒
尖,火烯炎爻大艾少祐馱駁燎灰契奐疢美奧痰因灶恢煥燃燠
屹,吃迄紇疙訖乞乙挖岑崔崙催瞼仔你函夜吟伶汽侯峪涔崛旋偷鈐摧齡仙
州,洲劃酬川庚列班順劓允唐康庸圳剌釧鄉辨塘搪傭補慷慵鄘強褲戈充盞
帆,汎釩帕梵凡幡巾肌帖帳帷幟冗幀幅帽幗股幃幌幛幔幢吊布匝
並,井併屏姘拼胼迸鉼並阱耕摒瓶普媾搆溝構遘廿餅駢
年,伕手人俸倩件伴傭佯趺羊耒聿半用丘矢尺夫午內牛豐羋隹久入囚扣伐
式,弋貳拭軾代弒試鳶氐膩忍二惠些玳左旦岱底三瘧
弛,她地池他迆也牠訑馳拖迤忖快悚柒悶弘引施弓
忙,亡芒忘虻妄杗肓荒悼慌惘盲茫氓玄恨悴惇憧憶懷心丐裊罔
忖,吋村付肘恃寸寺守封射尉對快紂悚辱專尊耐討也
戎,庫麻廟朮求甫戈十戒弁床台莆怵匍述捕浦埔圃哺梂脯絨補賊鋪魅
戌,戊威鹹崴減喊滅箴茂戍成後斥斤牟竺竽竿緘卮戚鹹
戍,戊鬼幾蔑篾麼魂嘰機茂傀愧塊槐蒐璣磯餽戌成刃牟笞箋
成,盛城戊乍戶誠蚱妒作咋肩怎昨柞炸茂祚笮戌戍方乃牟蝙
扣,捐拐揖抿捉損手拓拈拘抬拮口如找撲扎釦撰操捌品
扛,江槓肛釭紅缸虹訌工築槓汞攻功佐鴻巧貢項打折扯拓蚩
托,吒宅扒拍託印扳折抓拆括搗剩插捶抵播揪契筍
收,敕枚畋數攸嫩攻改牧玫故政敉敝敖啟赦敞敢散敬敵矢矣疾
早,草卓章覃昧晏掉悼棹漳樟撢潭瘴蕈日曰十暑幛獐障璋
旨,匕比指脂昆尼它庇屁仳批沘妣叱枇化切毗詣白紕能
旬,怛恨悍耆心昏洵荀惕惺愒筍慢憬日曰惜嗜甸句勾勺昌怕晶憫
旭,夷九仇姨咦胰鳩痍間友丸究軌色疚汍汨澗為昌染晶簡
曲,曹苗尊農漕嘈槽遭茴茵描錨蛐撙樽遵糟田廿童菌萬瞄儂濃澧噥膿
曳,拽洩由思抽油岫宙妯柚胄冑迪笛袖鈾申囤腮裡裸
有,餚疽宥大侑洧囿布爻月崤灰左疝疢胃朋郁淆肓育疚肩青疤奎胄冑病疾
朽,巧兮粵污圬誇娉聘桿杯枉虧槓柯柄枰垮胯耨騁本
樸,枓柱杭枋柿校梓棹梳槁檀椒槌木林核楨卜札杜撲僕科料釙粒樟卞森
朱,侏株茱銖珠硃殊蛛跦未千誅宋仟沬妹味昧狩魅
朵,幾跺躲冗亢閑肌子夙杭剁風李咒染梨槃凰反凡伉沆抗坑吭炕鳳
次,茨歙姿咨恣冰玖坎吹炊砍準欽歌欣畝凍款欺飲久疚嵌
此,雌疵北比齜上齒髭叱化能仳沘批妣枇邶毗庇屁昆
死,屍歹殊殉庇斃歿殃殆殘列比殖殯能殤殮仳沘批妣枇毗屁昆
氖,仍秀氟氣氧氤扔奶氦氯氛氨氮氬氳乃氫孕莠透愾
汝,水娶女汕汁沁沐汨沖淦淄姦汙汗池汛汐汀沙氾沛汪決汰沌沃汴汶泣注
汗,奸桿肝乾旱竿汙汀汪軒罕訐鼾橄江汁河洹敢捍悍焊桿銲刊瞰岸
汙,圩吁迂於宇芋余竽汗汪紆訏江沐河洹途五盂荼
江,扛槓肛釭鴻紅缸虹訌工汞築槓攻功佐巧貢項汗汙汀汪沂洹溧潯蚩
池,弛她地他迆沁也柒牠沌泌洩洵訑馳沐泡洶拖迤
汐,泓多湧侈栘夕汍汎矽移夥爹汛舛外銘名宛茗麥
汕,涔水氾沌湍山汝汁沁沐汨沖札仙扎兒淦沘汗汙池汐汛乩汴汶汀沙沈汪
污,圬誇虧沅娉聘佞騁朽巧兮涇涯濃湛仁垮胯愕溼鍔三二萼
汛,迅汐訊泓汁涵汲湧沒渙漁汕汝汗汀沐汨沁沖沛沫沽沬洱淦湧瀛漲水築
汍,執孰丸汐汰泓汎洧夷夕九染爹弘湧浹淆痛勢墊熱摯
汎,釩帆梵凡汐洛泓汍沃泊沆夕幾汲沂弘波活派洎洫湧落
灰,疢痰然恢煞瘠大燃炎爻熬火撚有左炙傑疝盔狄偽
牟,牢牛件眸牡湃犁戊看庾生我失毛牝牠牧牲牯蛾
牝,批比指能仳沘妣枇毗牛庇屁昆牡叱化牲紕此牠北牧物牯毛匕皂尼它看
百,佰奭陌宿弼洹曰日一宣垣厚桓晅貊厭渲喧暄萱蓿壓
竹,麼八少臼禾白戊必乍牛戶夭壬升才千鬼匕刀幾入
米,籽屎咪迷料敉粒粗粕乎粉掬粥粱精糊糕糖糠糞糢糟
糸,絲縲細糾紀紂約紆紗紋純紐納絆絃絀組紲結絨絢絹綑綏綵維繡
缶,缺缽缸罈淘掏啕萄搖遙榣罐陶瑤午七佗什罄謠
羊,羋差佯洋庠咩烊羞祥搓嵯嗟鮮芙羚羯羶徉氧翔群達磋癬
羽,栩翅翔翻扇翎翩翱翮翹翡翳羿戳塌嗡煽遢榻摺翰褶濯擢櫂曜瀚翁翌習
老,耄耋佬姥丈杖仗者宏忝宥恩考孝慕協怒添渚帶屠奢堵著煮楮暑嗯箸褚
考,丈拷烤銬孝杖仗老者宏宥屠奢著煮暑箸寵協佬姥渚堵楮褚酵
而,耍耐耑湍揣惴喘瑞端踹需串儒濡懦嚅燸帚顓糯
耒,耕耙耘耗耜抉抹耦耨藉籍木手桀揀藕披捆採傑
耳,取耿恥聶耶洱弭茸耽聒揖楫聞聰職居聆倨聊陬娶最聘椰戢鋸聯攝懾囁
聿,津筆建律健肆腱鍵手中肄肇毽僅勤鄞瑾耒羊年由甲用束史半串羋牛弔
肉,內腐瘸吶鈉丙傭豪兩佾胥炳柄俎俘納病倆祭敝帷敞散榷敵憊離
肋,勇叻助脅筋勵力男另勞幼劫觔湧劬功加肱劻勃胰勒勛勣協勝伽咖迦劣
肌,冗股幾亢胳骰朵咒帆飢凱投芟疫舀脈脾腴伉沆抗役坑吭炕杭段般殷殼
臣,臥臨宦臧藏贓堅腎臟鑒緊豎賢叩鹽匝印即卯初泖卸茆柳姬聊鉚
自,臬洎咱鎳目首眉省算戛湄媚道楣篡癟向苜看相冒狽筧奧嘎箱邊纂
至,到致屋室姪臻窒渥握喔倒耋蛭絰輊緻雲蛙齷蟲乓
臼,舀身臾舂啗焰舅裒滔鼠潟兒叟與躬陷庾腴萸稻樁寫閻舊
舌,刮甜舐舔活括恬聒蛞闊古千話颳固仟估沽居姑咕胡苦牯枯鈷箇管
舛,夕外多名舞汐侈栘桀摯弘移傑夥爹舜矽麩飧銘憐遴燐甬歹丸凡令宛茗
舟,舢泊船舫舨航舵舷艇艋艘艙艦丹幟向育坍奧自血母制迨流梳堉唷熾澳
艮,恨垠退根痕銀良限狠眼偃堰腿褪宴食很浪娘跟艱
色,巴艷邑把吧芭肥杷疤笆免旭間爸耙浥乙象兔皂爬挽娩梔晚扈冕葩靶搗
艾,若哎莢茄荻荔菴惹廿送朕爻美茵薦匿莫大偌尖芯昔苗鄭
蟲,蟲虻蚊蚪蚓蚌蚣蚶蛄蛆蚱蚯蛀蛙蛔蛐虹蚵蛇蛟蛭蛛蛤蛞蛾蜻蜘蜩蝴蝶
血,卹洫恤皿冊盆向姍盅柵扁奧盪自岡胼朕算刪盂孟制侖盃珊益盍盔盛偏
行,徑桁征衍銜徐術街衙衡役後待得從復徨往彿很徊律徉徇衛衝衢
衣,裔依裁袋袈裟裘裝裳裂製褽迎裴襞襲衷嬝氏方亢迫哀逶裒
西,哂迺曬湮煙酉酒鈿酊配酌酗酣酥曾醋醜醫兵酩鉀酷酴鋰醣醮醺
阡,陲陴阪陞弔仟降隍防阱阻陂限陌陣陳千阿陡陝隊隅阬陀院陶陷陽隆隙
串,患介弗圳釧川袖事亞而片佛怫拂沸甽芥界疥姬
亨,烹享哼京亭亮高豪了亳毫膏吼惇淳逞襄占郭哀廓圖孑孓吹孰敦遐槨
位,倍僮億垃拉泣僕立昱笠粒住佔儕培接涪焙暗妾音菩蓓
住,拄注柱僕主位佔往蛀儕註駐仿依仕偵伉倍偯僮企禽
佇,貯苧傢儐汽什佗丁行倌倥倚何叮打汀仃釘侵估盯仗軻例午士氨
佗,跎沱陀蛇舵駝鴕仳它能化什妣批沘枇毗屁庇昆花
佞,仁偎圬儂喂煨僵誇二猥虧餵辰甚合三祭佺僭倀娠振脤堪湛戡侖竺俞
伴,倦姅拌胖畔伙半踡俏絆滕拳捲勝圈倘蜷謄賸騰判券卷眷
佛,怫拂沸彿紼氟弗介仲費事伸剌喇串鬥芥界疥尬例俐倒候側
何,呵坷河柯阿奇苛荷蚵軻倚訶可崎椅畸錡寄汽犄琦啊婀
估,做咕姑沽枯鈷什個古固居苦牯倨仗胡蛄骷倌湖捨葫
佐,倚工惰隋槓肛扛江釭汞佈佑俺攻功缸巧紅虹貢築
佑,知癡佈倚伽佐俺偌侑仇蜘踟右矢智伺俟咯倍嫉裙吞吝君疾
伽,咖迦茄痂加劾叻佑另脅肋力男劫助幼協飭劣勇架荔
伺,侵叼倀合刁浸婦掃司虐彗佑倍儉祠雪慧信哈倔唔偉超遣歸伊侷倨嗣飼
伸,呻坤砷神紳申仲暢介婁佛嘍摟樓褸鏤由甲屢簍
佃,俚偎儡個人每偶侮田仲伙伐休仙仕什僕鈿嗇位住伴估伸佔傭作你伯佝
佔,儲拈沾僕占店帖玷砧站偯住位乩貼儕黏點停倍
似,姒以吆玄拗爍鑠瓜奚畜茲藥絛黝呱弧係幻俟嘰機璣礫窈麼樂關
但,倡坦怛袒傷旦查疸仁趕靼們晝替低倥悍捍桿焊湯暘僩銲旺旱昊
傭,用甭憊俑備內甩吶俱鈉佾俘肉丙伴佃伙伕伐休仲件佯侑仕仙俏什僕甬
作,偏僱妒咋昨柞炸乍戶笮仿仍砟祚伯件任仟蚱傀肩怎窄
你,仔您乞蘇癬伙仍穌鮮伋俑像妳侯伴佃伐休仲仕仙俏仇們什僕迄侈吃屹
伯,怕拍泊柏迫鉑白帕珀粕作件任仟傀腺泉舶偕惶棉湟嗥煌遑錦入葩篁
低,抵泜柢胝牴砥祗底詆氐婚衹祇紙舐氏昏仁仰但邸係
伶,拎泠鈴冷玲羚聆蛉齡苓零傖令侈吟侮偷鈐佺倫儈儉岑今
余,芋宇竽荼途於迂伍吁圩汙除徐全餘塗合丘佰紆仁敘斜
佝,拘枸鉤齣苟狗他夠駒句跑雊包估佔佃伙伐休仲咆抱泡仕代仙炮胞什僕
佈,怖鈽希俺布幣佑唏晞烯佐稀飾滿滯蹣巾帑倚啼棉瞞蹄錦侑席
佚,跌迭秩軼件失伕俄牧伯作任仟傀夫牛侏俾佾入
兌,悅脫銳稅閱蛻說兗兄侃況克祝嗅鋁袞釦剋息競
克,兢剋兄侃況兌古兗宮祝嗅悅脫聖銳鴣固估咕姑居沽枯胡苦息舐稅鈷舔
免,兔勉娩挽冕晚冤菟逸輓竟色境鏡眉息毚兄沉侃旭昇虎昨臭媚湄間媳楣
兵,丘乒乓岳西余全佰合仁卸邱廣酉具其真佞何汽侖佺伍捨俞哂哈恰拾拴
冶,始怡抬治胎迨冷殆飴冰貽跆颱凜次凍准冽凋台苔笞
冷,伶拎泠玲羚聆蛉鈴齡苓零准令冶吟鈐侈次岑矜凌唸捻黔冰昤凍冽多今
別,刈刨劃刖刷刮剎剖釗副判利刪列刑刎刺到制剁削刊剌剋則剛割剴創剩
判,半劃刖削刈釗利刪刺制刑刊剎剌割剩劑拳別刨刻刷到刮剁列刎剃剋則
利,剁俐禿莉痢琍秧禾劃刖刺制剌刈釗剩剿梨判刪刎刑刻刮刊剃剎削剋剔
刪,刑刖剛剴冊皿刺制劃削刈釗判利刷刊剎剌則剖剩劂劑
刨,包劬剋剛袍剜咆抱泡炮胞鉋庖苞別劃刎刖刮則刈剖釗副剩砲
劫,幼去勢肋叻脅助劻觔動勳拗力男另劬劾勉勃功勒勘勛勤勸協伽咖迦黝
助,鋤勗肋功勤且勁叻脅劫劻勃幼觔勘勛力男勇另
努,弩怒帑駑痂脅吳男勇另娛劣勢虞肋叻奴幼觔茄荔力劬助劫伽劾劻協咖
劬,包刨咆抱泡勉叻炮胞袍鉋庖苞脅肋砲勛另劫助劻功幼觔勒跑鮑咖拋男
匣,甲呷押柙胛鉀狎曼閘賣申屢擇澤濁獨曙燭薯鐸鐲
即,唧節卿鯽叩櫛印卸卹卻卯既孵餌昂卵飼頤抑仰泖迎柳啣慨溉概腳鉚茆
卵,孵卯泖柳卿鉚茆即聊節唧留印叩傀塊愧槐魄溜榴遛櫛劉鯽鬼貿箋蒐瘤
吝,文吞君紊抆汶右知各虔閔佑玟迦斕若癌紋蚊憫
吭,坑抗沆伉杭炕阬骯航亢哼返幾咚咯唁般逢嚎嚷處蓬篷
吞,喬夭忝吝君各笑妖沃僑嬌橋右知矯奏佑祆添轎
吾,五唔圄悟捂晤梧伍語韋鼯齬敔寤圍葦本於偉違
否,不痞甭盃芣示壞杯歪奈宗平丕蹙炭祟票祭禁禦呸滅碳燥
呎,尺叩叨叼咫嗎呢嗷吹吶吐咋叭叻啄唯拐枴喔揖楫囑哪嗾嘔口品家
吧,邑把杷肥浥巴芭疤笆扈耙邕爬靶爸唱滬色琶梔葩
呆,吋保喳架噪棠口木咻澡燥宋床杲采堡品森葆藻吁林咪喇嗽褓橾
呃,扼軛桅脆厄跪詭危卮喱已己倦捲蜷踡配啄范呢杞妃氾忌苑圈範
吳,娛虞弩怒蜈誤努帑奴駑又吆呶咯叫喙吸咚唆喀碌
呈,聖逞壬妊任衽程誥告浩造望窖薰廷皓燻吒咋叭郢酷
呂,侶宮莒鋁閭營櫚阜嗚兄呈咋吒叭召帥埠啟克兌烏聽咒呼侃招沼況哀咯
君,尹裙窘吝吞伊右知咿郡群各佑若匿癌叵杏吉台召品癡喬咯啄
吩,扮汾份粉紛芬氛分拐枴叨岔忿盆刀貧寡砌召招沼昭炤迢初盼剪棻
告,壬浩造吉窖靠皓呈售妊任衽逞誥酷程荏周薰丟廷拮桔淫糙燻
吹,砍歌欲坎炊欽歐久疚玖次畝磴欣軟歉歎歡嗽灸
吻,物囫易惚勿忽惕錫刎踢蜴賜匆啤必咆剔泌鉍唬喋怠
吸,圾汲伋岌級及咯咚啗反各閣扳阪板返鈑恪洛唆格烙胳略喀殼路鉻客冬
吮,喊吠戊哺侃唬嗅兄咱唆唉嘰鹹茂息吵聽吧吻吐吋吆吒咄咆呼咋況叱叨
吵,砂妙抄沙杪炒鈔眇咪哨紗啖少劣京省莎炸囌渺
吶,訥鈉內納唯確咻肉丙傭吟吃哈喻噙咐咿瘸呎吹咀吐叭柄炳哨榷唸嗆啣
吠,哭伏畎獸犬器獻狀默唳嗅戾突臭莽猷唉吮哺袱獄尤獎
吼,孔孑遜乳孜菰蓀亨孤孩孫哼喉孺烹啊吹吸了弱桅脆啗喚嚕兀危岳
呀,訝芽蚜穿琊牙邪雅鴉撐吁辱叮唔喂褥呵呸哂哽啄啞耨才
吱,妓岐技枝肢支芰豉鼓味咕歧求取哮喃嗜嘲阜吐梂喧嚀口品屐娶最
含,今念令貪伐伶岑吟鈐苓何拎泠俟俊唸捻鈴頷倉筏冷伏代昤玲俯倚涔羚
吟,唸鈐矜黔岑嗆伶琴吃拎泠捻鈴冷哈玲羚聆喻稔苓今
聽,斫圻折沂昕析近所祈斬訢斯匠芹新斧掀嘶斤欣浙淅逝晰
囪,窗傯總因爻咽姻恩胭茵惱腦囿男餚痍嗯媲傻瑙蔥篦
困,梱果捆棵睏田裸囝木因回四囚圍綑林栗猓尊森稞窠裹
囤,芻屯沌肫鈍思縐趨盹純囫飩腮噸匈曳困因回囚四田洶胸頓慮
囫,吻易物惚勿忽刎惕錫匆思蜴賜踢囤必剔泌腮鉍
坊,妨仿枋肪防房芳彷紡旁舫訪倣淤遊方菸瘀遊嗾漩鏃簇
坑,吭抗沆伉杭炕阬骯航亢坊返幾般逢壇壕壞壤處蓬篷
址,扯祉企芷趾啃武止肯歧歷壢歲遣步正垃怔涉賦逃焉症
坍,丹冉玥臍彤堝再苒壺垃舟雨土圭壹坊址坎壞地圯圩坩坼帖肪垠垓珊舢
均,昀鈞筠勻志地勾勺杓灼妁冰釣芍痣圻址壞圩坷坪坩坼次的垢城埔凍准
坎,玖吹炊欽崁歡久疚次砍畝歌欣欲軟款歉歎灸欺飲歇歐歜歟揆欠葵
圾,吸汲伋岌級及坡殼反扳阪板返鈑各冬閣坎叛皈坑咚咯恪洛降格烙珞胳
坐,座挫雁銼隹仕難堆唯售崔惟推淮椎焦進集催雉錐攤灘癱
壞,坪杯不芣示圩否痞坷平丕奈宗甭盃埂垣滅碳炭祟票祭禁禦
圻,聽折沂昕析近所斫祈斬斯匠芹新斧訢掀斤坼欣垢浙淅逝晰
壯,妝戕狀莊牆將寐寢鏘堊蔣姚寤珪王叫班址杜汪灶肚吐妯兆收旺枉玥北
夾,俠峽挾浹莢頰狹陝愜坐巫來疾卒俎佺疙疥座挫痊傘萊雁嫉瘁癡筮雉銼
妝,壯戕狀將牆莊寐寢姚鏘蔣寤褥妯叫婊娉姦姊收兆汝北娠陘嫣陋遣婀蟲
妒,作咋昨柞炸乍戶笮妨奶砟祚妊妖蚱肩怎窄詐唳捩偏淚遍僱編褊邀篇
妨,坊仿枋肪防紡房芳彷旁舫訪倣淤遊方菸瘀遊嗾漩鏃簇
妞,忸扭鈕丑紐好奴羞妳奶妤娩妊如娃姨娌娛婿疆女姦
妣,批沘仳枇毗紕屁庇昆比能妮砌牝叱化皂它尼邶訛傾靴雌齜此死北佗呢
妙,吵抄沙杪炒鈔眇砂紗姅少劣省莎炸渺緲娑妖妊妒如女姦
妖,嬌沃夭笑祆妒妊添吞忝奏姓娥婢僑舔橋矯揍湊媳轎驕契喬
妍,研奸開荊邢姪刑硎娠形厝姍姐如姘嫣女姦華妒妞妙妖妓妊姑妹姓妯姅
妤,抒杼序野舒予澦預豫多侈栘墅妞好歿奴移夥瓦矛爹
妓,吱岐技枝肢支芰妹姑歧豉鼓姥求取娶奸如梂婉嫁嬪嬸女姦屐最
妊,任衽壬呈廷妖妒浩造燻告望薰飪皓擁臃窖聖雍壅
妥,奚月女安炙采姦朋綏孚妾妻委妄爭姜冗舀婪受肚汝溪餒
孝,字酵丈哮孛孚李存教季考學子好囝仔孕孱籽猛
孜,孔孑孤孩攻孫政枚玫致敘敢孺吼改放收牧故效敉敝敖救教啟敗敕敔
孚,孛李字學俘浮脖子好囝仔孝季存荸悖孕孱籽錳
孛,荸悖脖孚字學孝李勃俘浮存季子好囝仔孕索孱籽渤
完,沅宗阮元莞寇梡宣院皖三富二兀竺宸崇玩仁淙棕
宋,守未朱十妹味沬昧宇字栽案木株呆床安杲采卉穴茱檗森侏林銖魅
宏,太汰肱閎宥丈叉雄篡老者杖協仗宋安守卉穴寄寮十釵
尬,疥芥界尢介佛尷拋串仲劂尤疝患伸袖圳川釧弗疣耑崔
