# 笔划字典，万：笔划是横(h),折(z),撇(p),组合起来是hzp
一	h
圸	hshszs
圹	hshnhp
场	hshzpp
圻	hshpphs
圼	szhhhsh
圽	hshpzpp
圾	hshpzn
圿	hshpnps
址	hshshsh
坁	hshpzhz
坂	hshppzn
坃	hshhhpz
坄	hshpzzn
坅	hshpnnz
坆	hshphpn
均	hshpznh
坈	hshnzpz
坉	hshhzsz
坊	hshnhzp
坋	hshpnzp
坌	pnzphsh
坍	hshpznh
坎	hshpzpn
坏	hshhpsn
坐	pnpnhsh
坑	hshnhpz
坒	hzpzhsh
块	hshzhpn
坚	ssznhsh
坛	hshhhzn
坜	hshhpzp
坝	hshszpn
坞	hshpzzh
坟	hshnhpn
坠	zspnhsh
坡	hshzpszn
坢	hshnphhs
坤	hshszhhs
坥	hshszhhh
坦	hshszhhh
坨	hshnnzpz
坩	hshhsshh
坪	hshhnphs
坬	hshppznn
坯	hshhpsnh
坳	hshzznzp
坴	hshpnhsh
坷	hshhszhs
坸	hshpzszh
垂	phshsshh
垃	hshnhnph
垄	hpzpnhsh
垅	hshhpzpn
垈	pshznhsh
垊	hshzhzhz
型	hhpssshsh
垌	hshszhszh
垒	znznznhsh
垓	hshnhzppn
垘	hshpshpnn
垛	hshpzhspn
垝	hshpzhpzz
垞	hshnnzphz
垠	hshzhhzpn
垡	pshzpnhsh
垢	hshpphszh
垣	hshhszhhh
垤	hshhznhsh
垥	hshpnhszh
垦	zhhzpnhsh
垧	hshpszszh
垨	hshnnzhsn
垩	hssnphhsh
垪	hshnphhps
垫	hshpznhsh
垯	hshhpnnzn
垾	hshszhhhhs
垿	hshnhpznzs
埅	zsnhzphsh
埊	szsszpnhsh
埌	hshnzhhzpn
埍	hshszhszhh
城	hshhpzzpn
埑	hshpphshsh
埒	hshpnnphsn
埓	hshpnnphsn
埔	hshhszhhsn
埚	hshszhszpn
埝	hshpnnznznn
埞	hshnnzhshpn
域	hshhszhhzpn
埠	hshpszhzhhs
埢	hshnphhpnzz
埣	hshnhpnpnhs
埤	hshpszhhphs
埥	hshhhshszhh
埦	hshnnzpznzz
埧	hshszhhhhpn
埩	hshpzzhhs
埪	hshnnzpnhsh
埫	hshsnpszszh
埮	hshnppnnppn
埯	hshhpnszhhz
埰	hshpnnphspn
埵	hshphshsshh
埶	hshpnhshpzn
執	hshnphhspzn
埸	hshszhhpzpp
培	hshnhnphszh
基	hsshhhpnhsh
埻	hshnhszhzsh
埼	hshhpnhszhs
埽	hshzhhnzszs
埾	hsshhhznhsh
埿	nnhzhppzhsh
堀	hshzhpzsszs
堁	hshszhhhspn
堂	snpnzszhhsh
堃	nhzpnhzphsh
堄	hshpshzhhpz
堆	hshpsnhhhsh
堇	hsshszhhhsh
堊	hshzzhshhsh
堐	hshhphshhsh
堑	hzshpphshsh
堒	hshszhhhzpz
堔	hshnzpnhspn
堕	zshpszhhhsh
堖	hshzzzpszpnh
堛	hshhszhszhsh
堡	psszhhspnhsh
堣	hshszhhszshn
堤	hshszhhhshpn
堦	hshhzpzpszhh
堨	hshszhhpzpnz
堩	hshnnshszhhh
堪	hshhsshhhpnz
堬	hshpnhszhhss
堭	hshpszhhhhsh
堮	hshszhszhhhz
堯	hshhshhshhpz
堰	hshhszhhzphz
堲	zhhznzshsh
堳	hshzshpszhhh
堵	hshhshpszhh
堾	hshhhhpnszhh
塀	hshzhpnphhps
塇	hshnnzhszhhh
塈	zhhznhzpzhsh
塌	hshszhhznhznh
塎	hshnnzpnpnszh
塑	nphzsppzhhhsh
塔	hshhsspnhszh
塕	hshpnznznhznh
塖	hshphsshhpzpn
塗	nnhpnhhspnhsh
塘	hshnhpzhhsszh
塙	hshnhszhszszh
塚	hshnzhpzppnpn
塜	hshnzhhpzpppn
塝	hshnhnpnznhzp
塞	nnzhhsshpnhsh
塟	hsshpznpzhsh
塠	hshpszhzhnzn
塥	hshhszhsznphs
塧	hshnphpnszssh
填	hshhsszhhhhpn
塬	hshhppszhhspn
塭	hshszhhszssh
塮	hshpszhhhphsn
塯	hshpznzpszhsh
塰	nnhphzznhnhsh
塱	nzhhznpzhhhsh
塴	hshszspzhhpzhh
塸	hshhszhszhszhz
塻	hshhssszhhhpn
塾	nhszhzshpznhsh
境	hshnhnphszhhpz
墅	szhhshhznzshsh
墈	hshhsshhhpnzzp
墉	hshnhpzhhszhhs
墐	hshhsshszhhhsh
墑	hshnhnpszhsszh
墒	hshnhnpszpnszh
墓	hssszhhhpnhsh
墙	hshhsnphszszhh
墜	zsnphpzpppnhsh
增	hshnpszsnphszhh
墟	hshshzphzssnph
墡	hshnphhhsnphszh
墣	hshssnphnphhhpn
墦	hshpnphspnszhsh
墨	sznphshhnnnnhsh
墩	hshnhszhzshphpn
墪	nhszhzshphpnhsh
墫	hshnphszpzhhhsn
墬	zszzhpzpppnhsh
墴	hshhsshszhshpn
墻	hshhspnpnhszszhh
墽	hshpszhhnhzpphpn
壀	hshzhpszhnhnphhs
壁	zhpszhnhnphhshsh
壂	zhphsshpnpzznhsh
壃	hshhszhshhszhshh
壅	nhzzppsnhhhshhsh
壇	hshnhszszhhszhhh
壈	hshnhszszhhphspn
壑	shnzhpnpnszhznhsh
壕	hshnhszhnzhpzpppn
壖	hshhnzsnnnnhpszss
壤	hshnhszhszhhhsshpzpn
士	hsh
壬	phsh
壮	nhshsh
声	hshzshp
壱	hshnzpz
壳	hshnzpz
壶	hshnzssnph
壸	hshnzhssnph
壹	hshnzhszhnph
壻	hshzshpnszhh
壿	hshnphszpzhhhsn
处	pznsn
夆	pznhhhs
备	pznszhsh
夈	pznnphspn
夌	hshpnpzn
复	phszhhpzn
夏	hpszhhhpzn
夕	pzn
外	pznsn
夗	pznzz
夘	pznzs
夙	pzhpzn
多	pznpzn
夜	nhpspznn
够	pzszhpznpzn
夠	pznpznpzszh
夤	pznnnzhszhshpn
大	hpn
天	hhpn
太	hpnn
夫	hhpn
夬	zhpn
夭	phpn
央	szhpn
夯	hpnzp
夰	hpnps
失	phhpn
夲	hpnhs
夳	hpnhh
头	nnhpn
夷	hzhzpn
夸	hpnhhz
夹	hnphpn
夺	hpnhsn
夻	hpnszh
夼	hpnpss
奂	pzszhpn
奄	hpnszhhz
奇	hpnhszhs
奈	hpnhhspn
奉	hhhpnhhs
奋	hpnszhsh
奎	hpnhshhsh
奏	hhhpnhhpn
奐	pzszpnhpn
契	hhhszphpn
奔	hpnhshps
奕	nhpspnhps
奖	nhspznhpn
套	hpnhshhhzn
奘	zshphshhpn
奚	pnnpzznhpn
奜	shhhshhhhpn
奠	nphszpzhhhpn
奢	hpnhshpszhh
奥	psznphspnhpn
奧	pszpnphspnhpn
女	zph
奴	zphzn
奵	zphhs
奶	zphzp
奷	zphphs
奸	zphhhs
她	zphzsz
奼	zphphz
好	zphzsh
好	zphzh
奿	pznzph
妁	zphpzn
如	zphszh
妃	zphzhz
妄	nhzzph
妅	zphhsh
妆	nhszph
妇	zphzhh
妈	zphzzh
妉	zphnzpz
妊	zphphsh
妋	zphhhpn
妌	zphhhps
妍	zphhhps
妎	zphpnps
妏	zphnhpn
妒	zphnzhp
妓	zphhszn
妖	zphphpn
妙	zphspnp
妞	zphzshh
妟	szhhzph
妠	zphszpn
妣	zphhzpz
妤	zphznzs
妥	pnnpzph
妦	zphhhhs
妧	zphhhpz
妨	zphnhzp
妩	zphhhpz
妪	zphhpnz
妮	zphzhppz
妯	zphszhsh
妰	zphphshh
妱	zphzpszh
妲	zphszhhh
妴	pzpzzzph
妷	zphphhpn
妹	zphhhspn
妺	zphhhspn
妻	hzhhszph
妼	zphnznpn
妾	nhnphzph
妿	zpszhzph
姀	zphphspn
姁	zphpzszh
姂	zphpnzn
姄	zphzhzhz
姅	zphnphhs
姆	zphzznhn
姈	zphpnnzn
姍	zphszssh
姎	zphszhpn
姏	zphhsshh
姐	zphszhhh
姑	zphhsszh
姓	zphphhsh
委	phspnzph
姕	shshpzzph
姖	zphhzhz
姗	zphpzpzh
姘	zphnphhps
姚	zphpnhzpn
姛	zphszhszh
姜	nphhshzph
姝	zphphhspn
姣	zphnhpnpn
姤	zphpphszh
姥	zphhshppz
姨	zphhzhzpn
姮	zphhszhhh
姰	zphpzszhh
姵	zphpzhszs
姸	zphhhphhs
姹	zphnnzphz
姺	zphphshpz
姻	zphszhpnh
姿	nhpzpnzph
威	hphzphzpn
娃	zphhshhsh
娄	nphspnzph
娅	zphhssnph
娆	zphhzphpz
娇	zphphpnps
娈	nhsspnzph
娉	zphszhshhz
娑	nnhspnpzph
娒	zphphzznhn
娓	zphzhpphhz
娘	zphnzhhzpn
娜	zphzhhpzs
娟	zphszhszhh
娥	zphphshzpn
娧	zphnpszhpz
娨	zphszhhhhs
娩	zphpzszhpz
娪	zphhszhszh
娱	zphszhhhpn
娲	zphszhszpn
娴	zphnszhspn
娶	hsshhhznzph
娼	zphszhhszhh
婀	zphzshszhs
婂	zphpszhhszs
婃	zphnnzhhspn
婄	zphnhnphszh
婆	nnhzpsznzph
婈	zphhshpnpzn
婉	zphnnzpznzz
婊	zphhhshpzpn
婐	zphszhhhspn
婑	zphphspnzph
婓	shhhshhhzph
婔	zphshhhshhh
婕	zphhzhhshpn
婚	zphpzhzszhh
婝	zphnnzhshpn
婞	zphhshnphhs
婠	zphnnzszhzh
婢	zphpszhhphs
婤	zphpzhshszh
婥	zphshszhhhs
婧	zphhhshszhh
婪	hspnhspnzph
婫	zphszhhhzpz
婴	szpnszpnzph
婵	zphnpszhhhs
婶	zphnnzszhhs
婷	zphnhszhnzhs
婺	znzspphpnzph
婻	zphhssznphhs
婼	zphhsshpszh
婿	zphzshpnszhh
媏	zphszshpszss
媒	zphhsshhhspn
媓	zphpszhhhhsh
媚	zphzshpszhhh
媛	zphpnnphhpzn
媳	zphpszhhhnznn
媴	zphhshszhpzpn
媷	zphhphhzpnhsn
媾	zphhhsshszshh
嫁	zphnnzhpzpppn
嫂	zphpshzhhszn
嫋	zphzhznhzhznh
嫌	zphnphzhhsspn
嫎	zphnhnpnznhzp
嫏	zphnzhhznzs
嫔	zphnnzpshshpn
嫖	zphhszsshhhspn
嫦	zphsnpnzszhszs
嫩	zphhszhspnphpn
嫱	zphhsnphszszhh
嬉	zphhshszhnphszh
孄	zphszhhszhhhsznphspn
子	zsh
孑	zsh
孓	zsn
孔	zshz
孕	zpzsh
孖	zshzsh
字	nszzsh
存	hpszsh
孙	zshspn
孚	pnnpzsh
孛	hsnzzsh
孜	zshphpn
孝	hshpzsh
孟	zshszssh
孢	zshpzzhz
季	phspnzsh
孤	zshppznn
学	nnpnzzsh
孩	zshnhzppn
孪	nhsspnzsh
孬	hpsnzphzsh
孰	nhszhzshpzn
孱	zhpzshzshzsh
孳	nphzznzznzsh
孵	pznpzsnpnnpzsh
孹	zhpszhnhnphhszsh
孺	zshhnzsnnnnhpszss
孽	hsspszhzhnhnphhszsh
孿	nhhhszhzznnnnzznnnnzsh
宁	nnzhs
宂	nnzpz
它	nnzpz
宅	nnzphz
宇	nnzhhs
守	nnzhsn
安	nnzzph
宋	nnzhspn
完	nnzhhpz
宏	nnzhpzn
宕	nnzhpszh
宖	nnzzhzzn
宗	nnzhhspn
官	nnzszhzh
宙	nnzszhsh
定	nnzhshpn
宛	nnzpznzz
宜	nnzszhhh
宝	nnzhhshn
实	nnznnhpn
宠	nnzhpzpn
审	nnzszhhs
客	nnzpznszh
宣	nnzhszhhh
室	nnzhznhsh
宥	nnzhpszhh
宦	nnzhszhsz
宧	nnzhsszhsz
宪	nnzphshpz
宫	nnzszhszh
宰	nnznhnphhs
害	nnzhhhsszh
宵	nnzsnpszhh
家	nnzhpzpppn
宸	nnzhphhzpn
容	nnzpnpnszh
宼	nnzhhpzzph
宽	nnzhssszpz
宾	nnzpshshpn
宿	nnzpshpszhh
寂	nnzshhspnzn
寃	nnzpzszhpzn
寄	nnzhpnhszhs
寅	nnzhszhshpn
密	nnznznpnszs
寇	nnzhhpzshzn
寋	nnzhhsshpnzz
富	nnzhszhszhsh
寐	nnzzshphhspn
寒	nnzhhsshpnnn
寓	nnzszhhszshn
寝	nnznhszhhnzzn
寞	nnzhssszhhhpn
察	nnzpznnznhhspn
寡	nnzhpszhhhpnzp
寢	nnzzshpzhhnzzn
寥	nnzznhznhpnppp
寨	nnzhhsshpnhspn
寸	hsn
对	znhsn
寺	hshhsn
寻	zhhhsn
导	zhzhsn
寽	pnnphsn
寿	hhhphsn
封	hshhshhsn
尃	hszhhsnhsn
射	pszhhhphsn
尅	hsszhpzhsn
将	nhspznhsn
尉	zhphhspnhsn
尊	nphszpzhhhsn
小	spn
少	spnp
尓	phspn
尘	spnhsh
尚	snpszszh
尝	snpnzhhzn
尞	hpnnpszhhspn
尠	hsshhhpnzspnp
尡	snphpzszhhhzpz
尤	hpzn
尧	hzphpz
尨	hpzpppn
尬	hpzpnps
就	nhszhspnhpzn
尴	hpzssphnszssh
尸	zhp
尹	zhhp
尺	zhpn
尻	zhppz
尼	zhppz
尽	zhpnnn
尾	zhpphhz
尿	zhpszpn
局	zhpzszh
屁	zhphzpz
层	zhphhzn
屃	zhpszpn
屄	zhpnnzpn
居	zhphsszh
屈	zhpzsszs
屉	zhphsshz
届	zhpszhsh
屋	zhphznhsh
屌	zhpszhszs
屎	zhpnphspn
屏	zhpnphhps
屐	zhpppshszn
屑	zhpsnpszhh
屒	zhphphhzpn
屔	pshshzhppz
展	zhphsshzpn
屖	zhpnhnphhs
屙	zhpzshszhs
屝	zhpshhhshhh
属	zhppszhszshn
屠	zhphshpszhh
屡	zhpnphspnzph
屣	zhpppsshshshpn
屦	zhpppsnphspnzph
屯	hzsz
山	szs
屿	szshzh
岀	szsszs
岁	szspzn
岂	szszhz
岇	szspzzs
岌	szspzn
岑	szspnnz
岔	pnzpszs
岕	szspnps
岖	szshpnz
岗	szsszpn
岘	szsszpz
岙	phpnszs
岚	szspzpn
岛	pznzszs
岜	szszshz
岝	szsphshh
岡	sznphszs
岢	szshszhs
岩	szshpszh
岭	szspnnzn
岰	szszznzp
岱	pshznszs
岳	pshshszs
岷	szszhzhz
岸	szshphhs
岺	szspnnzn
岻	szspzhzn
岿	szsspzhh
峁	szspzpzs
峋	szspzszhh
峌	szshznhsh
峎	szszhhzpn
峒	szsszhszh
峛	szshpznss
峡	szshnphpn
峢	szshpznss
峥	szspzzhhs
峦	nhsspnszs
峧	szsnhpnpn
峨	szsphshzpn
峪	szspnpnszh
峭	szssnpszhh
峰	szspznhhhs
峳	szspssphpn
峷	szsnhnphhs
峼	szsphshszh
峽	szshpnpnpn
峾	nnhpphsszs
崂	szshssnzzp
崃	szshnphspn
崇	szsnnzhhspn
崈	nnzhhspnszs
崑	szsszhhhzpz
崒	szsnhpnpnhs
崓	szsszhsszhh
崔	szspsnhhhsh
崖	szshphshhsh
崗	szssznphszs
崙	szspnhszhss
崟	szspnhhsnph
崤	szspnhpszhh
崧	szshspnpnzn
崩	szspzhhpzhh
崭	szshzshpphs
崮	szsszhsszhh
崴	szshphzphzpn
崽	szsszhshnznn
嵁	szshsshhhpnz
嵆	phspnhpznszs
嵇	phspnhpznszs
嵋	szszshpszhhh
嵌	szshsshhpzpn
嵘	szshssnzhspn
嵝	szsnphspnzph
嵩	szsnhszhszszh
嵿	szshshpszhhhpn
嶅	hhshzpphpnszs
嶎	szszhphhspnhsn
嶝	szsznppnhszhnph
嶭	szspszhzhnhnphhs
巍	szsphspnzphpszhhpzzn
川	pss
州	npnsns
巟	nhzpsz
巡	zzznzn
巢	zzzszhhhspn
工	hsh
左	hphsh
巧	hshhz
巨	hzhz
巩	hshpzn
巫	hspnpnh
差	nphhhphsh
巯	znhshnhznpsz
己	zhz
已	zhz
巳	zhz
巴	zshz
巵	pphzshz
巶	zpszhzhz
巷	hsshpnzhz
巸	hsszhszzhz
巽	zhzzhzhsshpn
巾	szs
巿	hszs
帀	hszs
币	pszs
市	nhszs
布	hpszs
帅	spszs
帆	szspzn
师	sphszs
帏	szshhzs
帐	szsphzn
帑	zphznszs
帒	pshznszs
帕	szspszhh
帖	szsshszh
帘	nnzpnszs
帙	szsphhpn
帚	zhhnzszs
帛	pszhhszs
帜	szsszhpn
帝	nhnpnzszs
帟	nhpspnszs
帠	pshzhhszs
帣	nphhpnszs
带	hsssnzszs
帧	szsshszpn
席	nhphsshszs
帮	hhhpzsszs
帯	hssshnzszs
帷	szspsnhhhsh
常	snpnzszhszs
帼	szsszhhshnh
幂	nzszhhhpnszs
幌	szsszhhsnphpz
幔	szsszhhszsshzn
幕	hssszhhhpnszs
幛	szsnhnphszhhhs
幡	szspnphspnszhsh
幢	szsnhnphszhhshh
幥	szssnpnzszhphhs
幦	zhpszhnhnphhsszs
干	hhs
平	hnphs
年	phhshs
并	nphhps
幸	hshnphhs
幺	zzn
幻	zznz
幼	zznzp
幽	szznzznzs
广	nhp
庄	nhphsh
庆	nhphpn
庇	nhphzpz
床	nhphspn
庎	nhppnps
序	nhpznzs
庐	nhpnzhp
庒	nhphshn
库	nhphzhs
应	nhpnnph
底	nhppzhzn
庖	nhppzzhz
店	nhpshszh
庙	nhpszhsh
庚	nhpzhhpn
庛	nhpshshpz
府	nhppshsn
庞	nhphpzpn
废	nhpzpznn
庠	nhpnphhhs
庤	nhphshhsn
度	nhphsshzn
座	nhppnpnhsh
庭	nhpphshzn
庵	nhphpnszhhz
庶	nhphsshnnnn
康	nhpzhhsnhpn
庸	nhpzhhszhhs
庾	nhppshzhhpn
廂	nhphspnszhhh
廇	nhppznzpszhsh
廈	nhphpszhhhpzn
廉	nhpnphzhhsspn
廊	nhpnzhhznzs
廎	nhphzhpszhhhpn
廖	nhpznhznhpnppp
廘	nhpnhpzsshhzpz
廝	nhphsshhhpnpphs
廟	nhphsszhhhspzhh
廵	zzzzn
延	pshzzn
廷	phshzn
建	zhhhhszn
廿	hssh
开	hhps
弁	znhps
异	zhzhps
弃	nhznhps
弄	hhshhps
弅	pnzphps
弈	nhpspnhps
弊	npszspnphpnhps
弋	hzn
弎	hhhhzn
式	hhshzn
弑	pnhspnhhshzn
弓	zhz
引	zhzs
弗	zhzps
弘	zhzzn
弛	zhzzsz
弟	npzhzsp
张	zhzphzn
弡	zhzhzhz
弥	zhzpzspn
弦	zhznhzzn
弧	zhzppznn
弨	zhzzpszh
弩	zphznzhz
弮	nphhpnzhz
弯	nhsspnzhz
弰	zhzsnpszhh
弱	zhznhzhznh
弲	zhzszhszhh
弴	zhznhszhzsh
弶	zhznhszhspn
弸	zhzpzhhpzhh
弹	zhznpszhhhs
强	zhzszhszhshn
弼	zhzhpszhhzhz
弿	nnzhhsshpnzhz
彀	hshnzhzhzpzzn
彁	zhzhszhshszhs
彆	npszspnphpnzhz
彊	zhzhszhshhszhshh
彌	zhzhpnszspnpnpnpn
归	spzhh
当	snpzhh
彔	zzhsnhpn
录	zhhsnhpn
彖	zzhpzpppn
彗	hhhshhhszhh
彘	zzhphhpnhzpz
彝	zzhnphspnzznspnhps
形	hhpsppp
彤	pznhppp
彦	nhnphpppp
彨	hsznsznppp
彩	pnnphspnppp
彪	shzphzpzppp
彫	pzhshszhppp
彬	hspnhspnppp
彭	hshszhnphppp
彮	nnzpnpnszhppp
彯	hszsshhhspnppp
彰	nhnphszhhhsppp
影	szhhnhszhspnppp
彴	ppspzn
彷	ppsnhzp
彸	ppspnzn
役	ppspzzn
彻	ppshzzp
彼	ppszpszn
彽	ppspzhzn
彾	ppspnnzn
彿	ppszhzps
往	ppsnhhsh
征	ppshshsh
径	ppsznhsh
待	ppshshhsn
徇	ppspzszhh
很	ppszhhzpn
徉	ppsnphhhs
徊	ppsszszhh
律	ppszhhhhs
徎	ppsszhhhsh
徏	ppsshshspp
徐	ppspnhhspn
徒	ppshshshpn
徔	ppshssnzn
徕	ppshnphspn
得	ppsszhhhhsn
徘	ppsshhhshhh
徙	ppsshshshpn
徛	ppshpnhszhs
徜	ppssnpszszh
徝	ppshsszhhhh
徟	ppspzhshszh
御	ppsphhshshzs
徢	ppshzhhshpn
徣	ppshsshszhh
徤	ppszhhhhszn
徥	ppsszhhhshpn
徦	ppszhshhzhzn
徨	ppspszhhhhsh
復	ppsphszhhpzn
循	ppspphsszhhh
徬	ppsnhnpnznhzp
徭	ppspnnpphhszs
微	ppsszshpzphpn
徱	ppshszsshhhspn
徲	ppszhpsnhpnphhs
徳	ppshsszsshnznn
徴	ppsszshhshphpn
徵	ppsszshhhshphpn
徶	ppsnpszspnphpn
德	ppshsszsshhnznn
徸	ppsnhnphszhhshh
徹	ppsnhznszhhphpn
徼	ppspszhhnhzpphpn
徽	ppsszshzznspnphpn
忂	ppsszhhhszhhhpsnhhhsh
心	nznn
必	nznpn
忆	nnsz
忋	nnszhz
忌	zhznznn
忍	zpnnznn
忏	nnsphs
忐	shhnznn
忑	hsnnznn
忒	hnznnzn
忓	nnshhs
忔	nnsphz
忖	nnshsn
志	hshnznn
忘	nhznznn
忙	nnsnhz
忟	nnsnhpn
忠	szhsnznn
忡	nnsszhs
忤	nnsphhs
忥	phhznznn
忧	nnshpzn
忩	pnznnznn
快	nnszhpn
忬	nnsznz
忴	nnspnnz
念	pnnznznn
忶	nnshhzn
忼	nnsnhpz
忽	pzppnznn
忾	nnsphhz
忿	pnzpnznn
怀	nnshpsn
态	hpnnnznn
怂	pnpnnznn
怄	nnshpnz
怅	nnsphzn
怆	nnspnzz
怎	phshhnznn
怏	nnsszhpn
怒	zphznnznn
怔	nnshshsh
怕	nnspszhh
怖	nnshpszs
怜	nnspnnzn
思	szhshnznn
怠	znszhnznn
怡	nnsznszh
急	pzzhhnznn
怦	nnshnphs
性	nnsphhsh
怨	pznzznznn
怪	nnsznhsh
怮	nnszznzp
怯	nnshshzn
怱	pzppnnznn
怵	nnshspnn
总	npszhnznn
恁	psphshnznn
恊	nnszpzpzp
恋	nhsspnnznn
恍	nnssnphpz
恐	hshpznnznn
恑	nnspzhpzz
恒	nnshszhhh
恕	zphszhnznn
恤	nnspszssh
恥	hsshhhnznn
恨	nnszhhzpn
恩	szhpnhnznn
恫	nnsszhszh
恭	hsshpnsnnn
息	pszhhhnznn
恰	nnspnhszh
恳	zhhzpnnznn
恵	hszhhsnznn
恶	hssnphnznn
恷	pshspnnznn
恸	nnshhznzp
恺	nnsszszhz
恻	nnsszpnss
恼	nnsnhpnzs
恽	nnsnzhzhs
恿	znszhhsnznn
悀	nnsznszhhs
悄	nnssnpszhh
悅	nnspnszhpz
悉	pnphspnnznn
悍	nnsszhhhhs
悎	nnsphshszh
悔	nnsphzznhn
悖	nnshsnzzsh
悟	nnshszhszh
悠	pssphpnnznn
患	szhszhsnznn
悦	nnsnpszhpz
悧	nnsphspnss
您	pspzspnnznn
悬	szhhhznnznn
悭	nnsssznhsh
悯	nnsnsznhpn
悲	shhhshhhnznn
悸	nnsphspnzsh
惂	nnspzpshzhh
惃	nnsszhhhzpz
情	nnshhshszhh
惊	nnsnhszhspn
惋	nnsnnzpznzz
惑	hszhhzpnnznn
惓	nnsnphhpnzz
惕	nnsszhhpzpp
惗	nnspnnznznn
惘	nnssznphnhz
惚	nnspzppnznn
惜	nnshsshszhh
惝	nnssnpszszh
惠	hszhhshnnzn
惢	pznnpznnpznn
惦	nnsnhpshszh
惧	nnsszhhhhpn
惨	nnsznhpnppp
惩	ppshshshnznn
惫	pznszhshnznn
惬	nnshhnphpnz
惭	nnshzshpphs
惮	nnsnpszhhhs
惯	nnszzshszpn
惰	nnshphshszhh
想	hspnszhhhnznn
惴	nnsszshpszss
惶	nnspszhhhhsh
惹	hsshpszhnznn
惺	nnsszhhphhsh
惼	nnsnzhpszhss
愁	phspnnppnnznn
愈	pnhszhhssnznn
愉	nnspnhszhhss
愊	nnshszhszhsh
愋	nnspnnphhpzn
愎	nnsphszhhpzn
意	nhnphszhhnznn
愐	nnshpszsshhh
愑	nnsznszhhszp
愒	nnsszhhpzpnz
愔	nnsnhnphszhh
愕	nnsszhszhhhz
愖	nnshsshhhpnz
愗	znzspphpnnznn
愚	szhhszshnnzn
愜	nnshhpnpnpnz
愝	nnshszhhzphz
感	hphszhzpnnznn
愠	nnsszhhszssh
愡	nnspzppnnznn
愣	nnsszsshnhzp
愤	nnshshssszpn
愧	nnspszhhpzzn
愬	nphzsppzhhnznn
愰	nnsszhhsnphpz
愽	nnshszhhsnhsn
愿	hppszhhspnnznn
慄	nnshszsshhspn
慆	nnspnnppshzhh
慈	nphzznzznnznn
慊	nnsnphzhhsspn
慌	nnshssnhzpsz
慎	nnshsszhhhhpn
慑	nnshsshhhznzn
慕	hssszhhhpnsnnn
慘	nnsznznznpnppp
慛	nnsszspsnhhhsh
慠	nnshhshzpphpn
慢	nnsszhhszsshzn
慣	nnszzshszhhhpn
慧	hhhshhhszhhnznn
慨	nnszhhznhzpz
慫	ppspnpnshpnnznn
慰	zhphhspnhsnnznn
慴	nnsznhznhpszhh
慵	nnsnhpzhhszhhs
慷	nnsnhpzhhsnhpn
慼	hpshhspnzpnnznn
慽	nnshpshhspnzpn
慾	pnpnszhpzpnnznn
憆	nnssnpnzszhhsh
憎	nnsnpszsnphszhh
憙	hshszhnphszhnznn
憜	nnszshphshszhh
憝	nhszhzshphpnnznn
憟	nnshszsshnphspn
憤	nnshshssszhhhpn
憧	nnsnhnphszhhshh
憨	zhsshhhphpnnznn
憩	phsszhpszhhhnznn
憰	nnsznzspszpnszh
憾	nnshphszhzpnnznn
懂	nnshssphszhhshh
懆	nnsszhszhszhhspn
懇	pnnpzppzhhzpnnznn
懈	nnspzpzhhszpphhs
懑	nnhhsshszpnpnnznn
懒	nnshszhspnpzszpn
懞	nnshssnzhhpzpppn
戈	hzpn
戉	hzzpn
戊	hpzpn
戋	hhzpn
戌	hphzpn
戍	hpnzpn
戎	hhpzpn
戏	znhzpn
成	hpzzpn
我	phshzpn
戒	hhpszpn
戕	zshphzpn
或	hszhhzpn
戗	pnzzhzpn
战	shszhhzpn
戚	hpshhspnzpn
戛	hpszhhhhzpn
戞	hpszhhnzhzpn
戡	hsshhhpnzhzpn
戢	szhhsshhhzpn
戳	znhznhpsnhhhshhzpn
戴	hshszhshhsshpnzpn
户	nzhp
戹	nzhpz
戻	nzhphpn
戾	nzhphpnn
房	nzhpnhzp
所	ppzhpphs
扁	nzhpszhss
扇	nzhpznhznh
扈	nzhpszhzshz
扉	nzhpshhhshhh
手	phhs
才	hsp
扎	hshz
扑	hshsn
扒	hshpn
打	hshhs
扔	hshzp
托	hshphz
扙	hshhpn
扚	hshpzn
扛	hshhsh
扣	hshszh
扦	hshphs
执	hshpzn
扨	hshzpn
扩	hshnhp
扪	hshnsz
扫	hshzhh
扬	hshzpp
扭	hshzshh
扮	hshpnzp
扯	hshshsh
扰	hshhpzn
扱	hshpzn
扲	hshpnnz
扳	hshppzn
扴	hshpnps
扶	hshhhpn
批	hshhzpz
扼	hshhpzz
扽	hshhzsz
找	hshhzpn
承	zshhhzpn
抄	hshspnp
抉	hshzhpn
把	hshzshz
抌	hshnzpz
抎	hshhhzn
抐	hshszpn
抑	hshpzzs
抒	hshznzs
抓	hshppsn
投	hshpzzn
抖	hshnnhs
抗	hshnhpz
折	hshpphs
抚	hshhhpz
抛	hshpzzp
抝	hshzznz
抟	hshhhzn
抠	hshhpnz
抡	hshpnpz
抢	hshpnzz
护	hshnzhp
报	hshzszn
披	hshzpszn
抬	hshznszh
抱	hshpzzhz
抵	hshpzhzn
抹	hshhhspn
抻	hshszhhs
押	hshszhhs
抽	hshszhsh
拂	hshzhzps
拄	hshnhhsh
担	hshszhhh
拆	hshpphsn
拇	hshzznhn
拈	hshshszh
拉	hshnhnph
拊	hshpshsn
拋	hshhpzzp
拌	hshnphhs
拍	hshpszhh
拎	hshpnnzn
拏	zphznphhs
